GENE	CHR	START	TWAS.Z
ZNF418	19	57921884	-0.78699
CTD-2192J16.17	19	12461559	-1.1752
ZFP28	19	56538948	-2.67092
AP2A1	19	49766968	0.60759
ZNF429	19	21496682	0.44789
ZNF470	19	56567511	2.83684
ZNF441	19	11767000	0.80868
ZNF420	19	37007857	0.54296
ZNF763	19	11965037	0.44895
ZNF682	19	19997058	1.21029
ZNF257	19	22052452	-0.90811
ZNF675	19	23525631	1.0394
C5AR1	19	47290023	3.99576
ZNF665	19	53159213	-0.60614
ZNF841	19	52064466	0.95923
ZNF615	19	51991332	-2.19069
ZNF433	19	12014732	0.57199
ZNF780A	19	40069152	1.0774
CTC-301O7.4	19	49331617	1.90795
ZNF181	19	34734155	-1.21112
ZNF44	19	12224686	-0.12199
ZNF677	19	53235381	1.96939
ZNF347	19	53124072	0.35947
ZNF71	19	56595264	0.4545
ZNF121	19	9560353	0.19964
CCDC151	19	11420604	4.06411
ZNF560	19	9466507	0.43538
ZNF667	19	56439325	-0.35178
ZNF607	19	37696363	0.08867
ZNF442	19	12345949	-0.58583
ZNF813	19	53467735	0.18388
ZNF69	19	11887784	1.22062
ZNF583	19	56397966	0.11305
ZNF568	19	36916329	-0.32563
ZNF587	19	57849857	-0.25672
ZNF808	19	52527652	-0.18616
ZNF43	19	21804949	-2.6573
ZNF627	19	11559374	0.19839
ZNF536	19	30228290	-2.0597
ZNF534	19	52429187	-0.03879
ZNF358	19	7515292	-0.68551
ZNF525	19	53330675	0.64711
ZNF814	19	57848731	0.25672
ZNF551	19	57681969	2.00467
ZNF805	19	57240685	0.59761
ZNF468	19	52838008	1.68379
ZNF616	19	52113091	0.5753
ASPDH	19	50511600	-0.95596
PNMAL2	19	46486906	-0.70276
IGFL4	19	46039748	-0.28294
ZNF155	19	43967862	-1.18397
CTC-425O23.2	19	40273489	0.25994
SDHAF1	19	35995199	2.07525
PSENEN	19	35745114	-0.23561
RGL3	19	11384341	0.59832
PRR22	19	5782960	-0.86427
ZNF580	19	55635016	1.40806
ZNF611	19	52702813	-0.75641
SYT3	19	50621307	0.87773
NUP62	19	49906825	-1.1388
ZNF254	19	24033405	-0.68918
QTRT1	19	10701430	-0.06663
ZNF134	19	57614233	-1.94489
ZNF845	19	53333749	1.21185
LIPE-AS1	19	42397128	1.27311
NUDT19	19	32691961	1.99871
CTD-2561J22.2	19	21382865	2.52822
MEF2B	19	19145568	0.61149
SMIM7	19	16630751	0.47565
ZNF788	19	12092263	-0.47057
C19orf38	19	10836575	-0.1839
ZNF579	19	55576770	-0.96726
CTD-2006C1.2	19	11987617	0.44895
LINGO3	19	2289784	-0.76675
C19orf73	19	49118397	0.04655
ZNF880	19	52369917	-0.3439
FXYD7	19	35143250	-0.9934
UBA52	19	18571730	-0.07922
TINCR	19	5558167	-0.39307
CERS1	19	18868545	0.94556
ADM5	19	49688664	-0.02402
APOC4-APOC2	19	44942238	-0.3202
RPSAP58	19	23827162	-0.41762
LINC01529	19	35785697	-1.21634
LINC01534	19	36685440	1.02772
LINC01535	19	37251912	-1.70203
LENG8-AS1	19	54444813	-0.58151
SRRM5	19	43596617	0.11745
C19orf24	19	1275438	0.97554
PPP5D1	19	46480796	0.00646
LINC00665	19	36313067	-1.87515
ZNF529-AS1	19	36573070	1.02772
PINLYP	19	43576800	0.1312
CTD-2666L21.1	19	12195015	-0.47563
TMEM147-AS1	19	35540738	0.01303
ALKBH6	19	36009120	-1.03497
ZNF542P	19	56368099	1.49705
RPS6P25	19	12894133	1.03943
TPM3P9	19	53431984	0.59478
CTC-359D24.3	19	12141806	-1.35945
ZNF702P	19	52968251	1.5078
ZNF585B	19	37181579	-0.2274
CEBPA	19	33299934	0.38645
BCKDHA	19	41397460	-3.48783
ZNF324B	19	58451604	-0.48385
ZNF564	19	12525370	0.2558
YJEFN3	19	19528861	-0.8526
ZNF345	19	36850361	1.80213
ZNF550	19	57535257	-1.0319
ZNF260	19	36510695	0.04091
MPV17L2	19	18193182	-1.54944
BORCS8	19	19176903	-0.3168
CTC-435M10.3	19	41350853	0.83316
ZNF486	19	20167228	-1.99207
CYP2B7P	19	40924219	0.0692
ZNF350	19	51964343	-0.70607
INAFM1	19	47274453	-3.99576
ZNF578	19	52453576	1.02686
ZNF865	19	55605405	0.74755
AC006538.1	19	2727743	-0.28212
AC011525.2	19	31588040	0.17658
CTB-31O20.2	19	1874871	-1.37511
CTC-523E23.1	19	34811589	1.05139
CTC-459F4.1	19	27757184	-0.87604
LINC00662	19	27684580	0.17325
CCER2	19	38908980	-3.33726
ZNF234	19	44141557	1.10926
CTB-171A8.1	19	44632199	-1.86847
CTC-559E9.1	19	19757366	0.58838
ZNF793-AS1	19	37497159	-0.82958
RP11-15A1.7	19	43996896	1.83225
RP11-618P17.4	19	34396315	1.26513
FXYD1	19	35138808	-1.3356
AC084219.2	19	44025354	-0.06133
ZNF850	19	36714383	0.28275
CTD-3162L10.1	19	36304580	-2.361
AC005336.4	19	15910582	-0.42236
RP11-15A1.3	19	43891804	2.33669
ZNF561-AS1	19	9621291	-0.14284
PCAT19	19	41454169	0.61189
AD000671.6	19	35739252	-1.29421
CTB-55O6.12	19	14137179	-2.994
AC010642.1	19	58278966	-2.59663
ZNF790-AS1	19	36797518	1.31041
CTD-2162K18.4	19	36773153	1.94014
CTD-2623N2.11	19	9834079	-0.58784
CEBPA-AS1	19	33302857	0.5738
CTD-2369P2.12	19	10315471	-0.20803
CTB-179K24.3	19	45076510	-1.55177
CTD-2623N2.3	19	9756152	-0.20803
AC005786.7	19	3544199	-1.04791
ZNF582-AS1	19	56393656	-0.74111
ZNF571-AS1	19	37548914	-0.06521
CTC-559E9.5	19	19788755	0.15269
MIR24-2	19	13834516	-0.15274
S1PR2	19	10221435	0.45778
CTC-459F4.3	19	27793463	1.61676
CYP4F24P	19	15760241	1.23452
CTD-3220F14.1	19	37265939	0.77578
CTD-2554C21.2	19	37817359	-0.18222
CTD-2587H24.10	19	55216660	0.51759
AC004156.3	19	663482	-0.66317
FDX2	19	10310045	-1.14624
ZNF224	19	44094339	1.14504
AC009005.2	19	567210	0.57637
EML2-AS1	19	45641494	-0.14041
CTC-523E23.4	19	34788582	0.91465
AC006116.24	19	56376704	1.65805
LIN37	19	35748361	0.68083
NDUFV2P1	19	53223973	-0.6678
AC008746.12	19	54438665	-0.56343
NDUFA7	19	8308768	-0.16934
MZF1-AS1	19	58559129	-2.45987
CTC-444N24.6	19	57267220	-0.85275
CTD-2126E3.4	19	50075123	-0.01647
CTC-429P9.5	19	16639967	-1.08186
CTD-2207O23.12	19	7507052	1.16966
AC007292.6	19	4363789	-0.3992
AC067969.2	19	38535517	0.14985
NAPA-AS1	19	47484282	-0.30627
SMIM17	19	56643145	-0.74219
CTD-3138B18.6	19	58266635	-0.32543
CTD-2331H12.5	19	52861807	1.93569
CTD-2017D11.1	19	24033445	-0.68918
CTC-360J11.4	19	57175233	0.89469
CTC-273B12.7	19	48465837	-1.22958
VN1R83P	19	21289554	-2.52822
A1BG-AS1	19	58347751	0.19666
CTD-2245F17.3	19	53197111	0.55676
CTC-429P9.3	19	16633797	-0.61034
CTD-2619J13.3	19	58362585	-2.15354
FBXO17	19	38941401	0.07994
ZNF350-AS1	19	51949134	-1.64975
ZNF587B	19	57819741	-0.51792
CTB-50E14.5	19	42485076	-0.22325
RAB11B-AS1	19	8374373	0.71693
PLA2G4C-AS1	19	48061371	0.69369
CTD-3131K8.2	19	17488990	-0.49123
CTC-360G5.9	19	38935297	1.23117
ZIM2-AS1	19	56690686	-0.89469
CTD-3099C6.9	19	52650437	0.47763
ZNF528-AS1	19	52388842	0.77129
IPO5P1	19	23255053	1.37177
SPACA6P-AS	19	51685363	-0.24783
ZNF559-ZNF177	19	9324174	2.03244
CTD-2583A14.11	19	57867885	-0.25672
ZNF30-AS1	19	34923299	-0.03772
CTC-523E23.11	19	34849278	0.84072
KMT2B	19	35718019	0.85595
CTC-510F12.7	19	11221083	-1.29771
CTD-2553L13.10	19	34733298	0.47125
AC114271.2	19	10333436	-0.73365
CTC-471J1.11	19	52049007	-1.40362
AC004076.5	19	57449689	-0.4533
CTD-2587H24.14	19	55227219	-0.18064
CTD-3220F14.3	19	37314868	0.56687
LLNLF-187D8.1	19	46424697	-1.82953
RP11-15A1.8	19	43976815	-3.6284
ZNF8	19	58278951	-2.67442
CTC-543D15.8	19	9538733	-1.26922
AC020951.1	19	11856032	0.19792
AC092066.1	19	44664131	1.75651
CTD-2553L13.9	19	34675717	-0.77184
AC003973.3	19	21965708	-0.55142
AC007191.4	19	45714387	0.71969
CTD-2017D11.2	19	24078481	-0.09426
CTD-2621I17.3	19	56149817	0.93508
CTD-2001J20.1	19	30553956	2.3091
CTC-523E23.3	19	34949038	-0.57334
CTD-2013N17.6	19	16356329	1.81649
CTC-459F4.9	19	27802838	0.87604
CTD-3113P16.11	19	248551	0.50718
WASH5P	19	60951	-0.04338
AC092192.1	19	176896	-2.71475
FAM138F	19	76163	0.36966
MIR1302-11	19	71778	1.13942
CTD-2331H12.8	19	52880663	1.93569
CTC-325H20.8	19	9383581	1.26922
AC074141.3	19	51860242	0.36319
CTD-3138B18.4	19	58228914	0.49025
CYP26B1	2	72129238	-0.644165
ALS2	2	201700554	0.575549
CFLAR	2	201116104	-1.619661
NDUFAF7	2	37231631	-0.681604
GCFC2	2	75652000	-0.646026
WDR54	2	74421678	-0.952796
HEATR5B	2	36968383	-2.0987
CEP68	2	65056366	-0.470885
EHD3	2	31234337	1.082933
CLK1	2	200853009	0.697029
MDH1	2	63588609	1.730632
RGPD5	2	109792758	-1.400329
TTC27	2	32628032	-0.925466
SPAST	2	32063611	1.535267
CPS1	2	210477682	-0.061153
NDUFS1	2	206114817	0.267482
VRK2	2	57907651	0.142166
TSSC1	2	3188925	-0.280862
TMSB10	2	84905625	-0.587186
SH3YL1	2	217730	-2.526579
FAM136A	2	70295975	-1.309768
C2orf83	2	227610090	1.029664
RETSAT	2	85342088	-1.887436
CAPG	2	85394748	0.925854
LTBP1	2	32946972	3.035683
PTPRN	2	219289623	0.207277
NOP58	2	202265716	3.077815
PUM2	2	20248691	1.720967
MXD1	2	69897688	-0.707842
GPC1	2	240435671	0.8238
CASP8	2	201233443	-1.330577
CTNNA2	2	79185231	1.011569
NGEF	2	232878686	-2.189805
SP100	2	230415942	0.479445
HDAC4	2	239048168	-0.12107
TTC7A	2	46916157	-0.54066
STON1-GTF2A1L	2	48529925	-1.641798
ERLEC1	2	53787044	3.836839
RPL31	2	101001715	1.939341
MYO3B	2	170178145	0.929334
CYBRD1	2	171522247	-1.301157
PTPN18	2	130356007	0.655889
LIMS2	2	127638381	-1.220488
ASIC4	2	219514170	-0.362323
SPEG	2	219434846	0.696573
CLASP1	2	121337776	-1.862754
BCS1L	2	218658764	-2.709305
ZNF638	2	71276561	6.74641
FOSL2	2	28392448	-3.442151
TMEM131	2	97756333	-4.223752
MCM6	2	135839626	3.114097
MAP2	2	209424058	-2.50239
FAP	2	162170684	0.534324
OSBPL6	2	178194481	0.859896
DDX1	2	15591178	0.455981
RIF1	2	151409883	0.130244
STK17B	2	196133566	-1.802937
LRP2	2	169127109	-2.740555
STRADB	2	201387858	1.33776
BZW1	2	200810594	-1.293895
COBLL1	2	164653624	3.346578
STARD7	2	96184859	4.479556
NCOA1	2	24491914	2.86253
AGBL5	2	27042364	0.776457
EFR3B	2	25042130	-0.7444
KIF3C	2	25926596	-1.200309
HADHA	2	26190635	-1.088859
MAPRE3	2	26970612	0.333599
CAD	2	27217390	-1.020554
WDFY1	2	223855716	3.264048
ATG16L1	2	233210051	2.974356
USP40	2	233475520	1.708648
GMCL1	2	69829642	1.04384
PTPN4	2	119759631	-3.242533
DDX18	2	117814650	0.477346
ITGA6	2	172427354	-2.036271
RAPGEF4	2	172735274	-0.229271
AC013461.1	2	173075435	-0.318853
SLC4A3	2	219627327	0.100628
EEF1B2	2	206159585	0.953023
ADAM23	2	206443539	0.387652
DGUOK	2	73926826	-0.642135
MOB1A	2	74152528	0.567854
LMAN2L	2	96705929	-2.337238
RTKN	2	74425836	-1.424374
TTL	2	112482154	-2.71712
KCNIP3	2	95297304	-1.404612
FAHD2A	2	95402721	-1.588532
NCL	2	231453531	3.047125
ACTR1B	2	97655963	-4.488125
ACTR3	2	113889960	0.421836
STEAP3	2	119223831	-0.144022
EPB41L5	2	120013005	-3.242533
SF3B6	2	24067584	-1.001507
TANC1	2	158968634	1.819336
GTF3C2	2	27325849	-1.020554
NRBP1	2	27427790	-3.942061
FNDC4	2	27491883	-1.97121
PSMD14	2	161308038	0.871709
SNX17	2	27370496	-2.511661
PPM1G	2	27381194	-1.227171
PDE1A	2	182140036	1.220231
IFIH1	2	162267079	-1.831769
GCA	2	162318840	0.806705
INO80B	2	74455023	-0.143713
TTC31	2	74483073	0.143713
GRB14	2	164492812	-2.379241
TLX2	2	74513463	0.88754
SPTBN1	2	54456285	-1.943863
AUP1	2	74526645	-2.140105
RTN4	2	54972187	0.211761
LOXL3	2	74532414	-2.517952
GALNT3	2	165747591	-0.096359
POLE4	2	74958492	0.564672
TACR1	2	75046463	-0.792186
CCDC88A	2	55287842	5.15241
MRPL19	2	75646783	0.187956
FANCL	2	58159243	-0.430715
FN1	2	215360440	-0.103138
STAT1	2	190964358	0.402656
PAPOLG	2	60756230	-0.438069
DNAH6	2	84516455	1.577034
PECR	2	215996329	-0.673562
UNC50	2	98608579	-0.553059
USP34	2	61187463	1.349116
CCT4	2	61868089	-1.258017
GGCX	2	85544723	0.020061
ST3GAL5	2	85839144	0.348503
CHST10	2	100391860	-0.799005
MOB4	2	197515571	0.440485
HSPE1	2	197499994	1.663702
PLCD4	2	218607765	-0.232978
CHMP3	2	86503431	-0.670428
ZNF142	2	218637916	2.363554
IL1RL1	2	102311502	0.607512
IL18R1	2	102311529	-1.165805
SLC9A2	2	102619707	0.082495
FHL2	2	105357712	-0.420345
CNPPD1	2	219171897	2.607036
UXS1	2	106093303	1.733713
STK16	2	219245455	-1.584718
PPP1R7	2	241149576	3.637119
PASK	2	241106099	0.770819
STK25	2	241492674	2.653512
ID2	2	8678845	-0.059955
TAF1B	2	9843354	-0.917759
NOL10	2	10570766	1.162476
PLEKHB2	2	131104847	0.197857
GORASP2	2	170928464	-1.056403
CEBPZ	2	37201612	-0.645669
PRKD3	2	37250502	2.229597
DCAF17	2	171434217	1.610748
RAB3GAP1	2	135052265	-1.517669
SLC25A12	2	171784370	0.500428
SDC1	2	20200797	-0.205028
PLCL1	2	197804702	-0.491514
SLC1A4	2	64988477	0.192652
WIPF1	2	174559572	2.435474
ORC2	2	200908973	0.004172
COX7A2L	2	42333546	-1.488611
PLEK	2	68365173	-1.806033
RND3	2	150468195	2.71962
ATF2	2	175072250	-1.068935
AAK1	2	69457997	3.045336
TIA1	2	70209444	-2.201933
PCYOX1	2	70257386	-0.587578
EPAS1	2	46293667	0.420327
VAX2	2	70900590	-0.847183
ATP6V1B1	2	70935882	-0.329665
MSH6	2	47695530	0.908129
PLEKHA3	2	178480468	-0.181498
EPHA4	2	221418027	1.558287
PARD3B	2	204545793	0.232822
FARSB	2	222570536	0.709702
ALMS1	2	73385758	-1.673942
MREG	2	215942805	0.736301
FASTKD2	2	206765357	-0.502742
CREB1	2	207529737	-0.786974
KLF7	2	207074137	0.334893
HS1BP3	2	20560448	1.312533
WDR35	2	19910260	0.186206
GTF3C3	2	196763032	-0.594008
SATB2	2	199269500	0.492036
CPSF3	2	9423568	1.9034
GPR75	2	53852913	-3.407381
SUPT7L	2	27650812	0.141983
KLHL29	2	23385217	1.893355
DNMT3A	2	25227855	-0.505831
ATL2	2	38294880	2.157321
YPEL5	2	30146941	0.278396
FAM98A	2	33583658	0.228829
CRIPT	2	46616416	-1.233611
EPCAM	2	47345158	1.214917
NCAPH	2	96335787	-0.830606
CXCR4	2	136114349	-2.144492
ZRANB3	2	135136916	-1.29234
ACVR2A	2	147844517	-0.864761
MTERF4	2	241072169	0.420156
TTC21B	2	165857475	2.553674
NMI	2	151270465	1.38573
ACVR1C	2	157526767	-1.813618
ACSL3	2	222860934	0.515824
CHPF	2	219538947	1.165602
INHA	2	219569162	-0.818483
OBSL1	2	219550729	0.782023
STAMBP	2	73828916	-0.380812
NAGK	2	71064344	-1.501029
MCEE	2	71109684	-3.144379
SNRNP27	2	69893560	1.601325
MPHOSPH10	2	71130314	0.756941
INSIG2	2	118088452	0.562275
POLR1B	2	112541915	2.71712
PSD4	2	113157325	2.109195
TUBA4A	2	219249711	0.097339
AAMP	2	218264123	-1.962452
PNKD	2	218270392	-1.399255
MYO1B	2	191245185	-1.922604
MTX2	2	176269395	-2.090523
PDE11A	2	177623252	0.076168
OSGEPL1	2	189746660	1.221648
ORMDL1	2	189770323	1.173958
SH3BP4	2	234951973	-0.537929
KIF1A	2	240713764	0.226155
NDUFA10	2	239892450	-0.425512
PXDN	2	1631887	-0.444736
IMMT	2	86143932	-0.721141
IQCA1	2	236324147	0.546
SCLY	2	238060889	-1.301465
YWHAQ	2	9583972	2.073352
GRHL1	2	9951693	2.80156
RSAD2	2	6865806	1.325901
LPIN1	2	11677595	-1.474177
CMPK2	2	6840570	0.019737
PRADC1	2	73228006	-0.587147
CCT7	2	73233420	-0.422463
RAB11FIP5	2	73073382	-1.544179
DYSF	2	71453722	5.267082
SP110	2	230167293	-0.219618
CHRND	2	232525993	-0.296691
DOCK10	2	224765090	-1.369047
TTLL4	2	218710845	0.88272
USP37	2	218450251	2.094924
SLC19A3	2	227685210	1.772591
SERPINE2	2	223975112	1.482746
WNT10A	2	218880363	-0.625236
CYP27A1	2	218781749	0.365649
EIF4E2	2	232550052	-0.810358
COX5B	2	97646040	0.480934
MFSD9	2	102715840	-1.392509
TGFBRAP1	2	105264391	-1.119035
GCC2	2	108448561	0.032692
MRPS9	2	105037983	0.593504
C2orf49	2	105337359	-0.517724
EPC2	2	148644440	1.10828
ARHGEF4	2	130836916	-0.832313
MARCH7	2	159712457	-1.911261
SCN7A	2	166403573	-0.085621
SMPD4	2	130151392	-0.229736
WDR33	2	127701022	-0.712004
SAP130	2	127941217	2.361629
BIN1	2	127048027	-0.363974
HS6ST1	2	128236716	0.410844
UGGT1	2	128091200	-1.414815
IFT172	2	27444371	-1.227171
CGREF1	2	27098889	3.548542
KHK	2	27086747	0.333599
ADCY3	2	24819169	-0.867611
PNPT1	2	55634265	-4.331329
DYNC2LI1	2	43774039	2.42643
THUMPD2	2	39736060	1.33252
CYP1B1	2	38066973	2.52274
ACTR2	2	65227753	-3.003454
PREB	2	27130756	-1.043304
PREPL	2	44316281	-0.257024
SLC3A1	2	44275458	0.397872
SIX3	2	44941898	3.901532
ATRAID	2	27212027	0.49998
CENPO	2	24793136	3.015118
LRPPRC	2	43886508	-0.832781
DTNB	2	25377198	-2.437167
AOX1	2	200585868	-0.403168
SMARCAL1	2	216412414	0.573417
MSTN	2	190055697	-0.46033
CARF	2	202912214	2.821208
ASNSD1	2	189661385	-0.768987
NAB1	2	190646746	0.858441
PPIG	2	169584340	0.84324
FASTKD1	2	169529749	0.84324
HECW2	2	196194370	2.113746
IDH1	2	208236227	-0.617248
SSFA2	2	181891833	0.045058
ITGAV	2	186590065	1.049674
SLC40A1	2	189560579	2.606225
CAPN10	2	240586716	-0.216421
ACP1	2	264140	2.13075
PDIA6	2	10783391	0.790589
HNRNPLL	2	38561978	-0.576859
GALM	2	38665910	-0.820804
CAMKMT	2	44361950	1.134593
CALM2	2	47160082	-1.365503
WDPCP	2	63121383	-2.20772
VPS54	2	63892146	-0.919891
SNRPG	2	70281362	-3.045336
ABHD1	2	27123789	-0.0765
MEIS1	2	66433452	0.987672
ZNF514	2	95147330	-0.794138
SNRNP200	2	96274336	-0.068393
MRPS5	2	95087207	-0.47358
ANKRD53	2	70978380	-1.501029
EXOC6B	2	72175984	2.513441
SFXN5	2	72942036	0.696232
TEX261	2	70985938	-1.091749
DQX1	2	74518131	-1.205872
ST6GAL2	2	106801600	0.743671
NPHP1	2	110122311	3.017531
THNSL2	2	88170295	1.271522
RALB	2	120240064	4.182875
C1QL2	2	119156243	-0.909035
RABL2A	2	113627229	-1.179335
SLC20A1	2	112645857	-2.169906
FBLN7	2	112138385	2.006599
ZC3H8	2	112211525	2.326961
LIPT1	2	99154955	-1.07414
FAHD2B	2	97083583	-0.087751
LYG1	2	99284238	2.817636
AFF3	2	99545419	-0.218649
UBXN4	2	135741619	-3.09184
NXPH2	2	138670772	-1.733027
SPOPL	2	138501801	0.945563
POLR2D	2	127843551	-1.777719
AMMECR1L	2	127861630	0.05593
GALNT13	2	153871913	-0.740161
PKP4	2	158456964	0.467715
SCN1A	2	165989160	0.919411
SLC4A10	2	161424332	1.371364
SCRN3	2	174395730	-2.847331
KIAA1715	2	175923892	-0.608698
ZNF385B	2	179441982	-0.318034
CDCA7	2	173354820	-0.91729
UBR3	2	169827458	-0.758315
PHOSPHO2	2	169694454	-0.422173
GULP1	2	188291669	2.4304
HSPD1	2	197486581	0.751053
METTL21A	2	207580631	0.847856
UNC80	2	209771993	1.095372
PTH2R	2	208359714	-0.617248
NBEAL1	2	203014879	3.574857
SPAG16	2	213284379	0.121024
ACKR3	2	236567787	1.663984
HES6	2	238238267	0.057597
ESPNL	2	238100157	0.833814
ANKMY1	2	240479422	0.865742
DIS3L2	2	231961245	0.38588
FAM134A	2	219176225	-1.138879
CTDSP1	2	218398256	4.842744
MARCH4	2	216257865	0.713192
STK11IP	2	219597860	0.237712
GMPPA	2	219498867	1.134945
ANO7	2	241188509	2.24711
WASH2P	2	113588550	-0.035792
HNMT	2	137964020	0.332016
LYPD1	2	132644853	-1.063852
LYPD6B	2	149038107	-1.516367
C2orf50	2	11133053	-0.437362
CRIM1	2	36355926	-4.048328
PIGF	2	46580937	0.811234
ANKAR	2	189674290	0.934877
MFSD6	2	190408355	-0.634114
RNF144A	2	6917392	4.248722
ASAP2	2	9206765	-0.265295
NBAS	2	15166909	-0.736961
AP1S3	2	223751686	3.293624
MZT2B	2	130181737	0.185217
FAM168B	2	131047876	-1.096745
MGAT5	2	134119983	2.941394
GPATCH11	2	37084451	0.561779
TMEM178A	2	39664982	-0.66674
G6PC2	2	168901240	-0.794249
PDK1	2	172555373	1.645181
TCF7L1	2	85133410	-0.378193
PLEKHH2	2	43637273	0.023868
CLEC4F	2	70808643	-1.107522
RASGRP3	2	33436324	-0.708996
BCL2L11	2	111119378	0.697569
ANAPC1	2	111766271	0.427262
RANBP2	2	108719481	-0.409052
MERTK	2	111898479	-1.172166
TMEM87B	2	112055223	-0.452944
NR4A2	2	156324432	-2.076133
CCDC148	2	158171081	-2.029869
RBMS1	2	160272151	-1.672097
SCN3A	2	165087522	3.068539
RMND5A	2	86720173	0.072429
RPIA	2	88691644	2.715086
SPHKAP	2	227979950	0.473803
PID1	2	228850526	-0.182617
TRIP12	2	229763838	0.830287
FBXO36	2	229922302	1.591937
CCDC173	2	169645425	1.360983
CNTNAP5	2	124025287	-0.34347
DBI	2	119366921	3.843492
TTN	2	178525989	-0.779305
KCTD18	2	200488952	0.594678
FAM126B	2	200973718	-0.942397
ALS2CR11	2	201487425	0.097952
TMEM237	2	201620184	1.834527
B3GNT7	2	231395543	-1.29156
PDE6D	2	231732425	0.670274
FMNL2	2	152335237	4.828054
GAREM2	2	26173091	1.614655
AGAP1	2	235494089	-1.75097
KRTCAP3	2	27442366	7.858766
BRE	2	27889941	-1.137462
DUSP2	2	96143166	-1.654345
XDH	2	31334321	-1.593652
MITD1	2	99161427	1.407495
EIF5B	2	99337353	-2.498386
CNOT11	2	101252802	1.461266
ZFAND2B	2	219195237	1.1955
M1AP	2	74557883	-0.261532
HK2	2	74833981	1.395551
PKDCC	2	42048020	0.661611
HAAO	2	42767089	-2.364313
PEX13	2	61017225	-0.848228
DPY30	2	31867809	-1.058669
TYW5	2	199929975	1.055887
PQLC3	2	11155198	-1.839344
ARL5A	2	151788984	0.612775
NEUROD1	2	181673088	0.806307
CLHC1	2	55174791	1.633636
PRORSD1P	2	55282319	2.196848
DUSP19	2	183078559	-2.691753
CFAP36	2	55519604	3.860825
CCDC138	2	108786757	-0.893234
FBXO41	2	73254682	-0.422463
ALMS1P1	2	73644919	0.463587
SMC6	2	17663812	1.111183
CCDC74A	2	131527675	-0.492898
SLC16A14	2	230034974	1.104727
ERCC3	2	127257290	1.002982
DHX57	2	38797729	1.069215
ARHGAP25	2	68679601	-0.370497
CCNYL1	2	207711540	-1.827721
FZD5	2	207762586	-1.771273
NPPC	2	231921820	2.223401
GPR155	2	174431571	1.396882
TMEM169	2	216081866	-0.375282
ARPC2	2	218217094	-1.637628
RNF25	2	218663864	-2.363554
CCDC141	2	178830269	0.392567
CWC22	2	179944876	-1.96882
ANKZF1	2	219229757	0.165882
SGO2	2	200510008	-1.900401
SUCLG1	2	84423523	1.692285
ICA1L	2	202773150	-2.815768
ZNF513	2	27377231	0.587064
SLC4A1AP	2	27663471	-1.331271
PLB1	2	28457145	-0.636778
SPDYA	2	28782517	1.62978
WDR43	2	28894643	1.905397
KIF5C	2	148875250	3.377166
DTYMK	2	241675742	-3.464536
ING5	2	241687085	0.688265
ATG4B	2	241637213	5.568854
SDPR	2	191834302	0.162097
LRP1B	2	140231423	0.202335
CNNM3	2	96816245	-1.654345
ATOH8	2	85751344	0.026737
USP39	2	85602856	0.4269
C2orf68	2	85606654	-1.710879
TMEM150A	2	85598548	1.482482
INPP5D	2	233059967	2.058881
COL4A3	2	227164565	6.236877
SCN9A	2	166195185	0.050632
PCBP1	2	70087454	-2.294303
NFU1	2	69395750	0.110614
ANTXR1	2	69013178	-3.232381
APLF	2	68467561	0.972857
RGPD8	2	112370092	-0.741316
BUB1	2	110637698	-1.656624
LIMS1	2	108534355	-1.742116
MAP3K2	2	127298730	0.488324
UBE2E3	2	180967248	1.417079
HNRNPA3	2	177212563	0.707679
B3GNT2	2	62196113	-1.886603
TMEM182	2	102736908	-0.000106
LONRF2	2	100273291	0.684949
SIX2	2	45005161	-1.166324
KCNS3	2	17877847	0.842254
FOXN2	2	48314637	-1.567489
FEZ2	2	36531805	-0.559053
ALK	2	29192774	-2.162876
SOCS5	2	46698952	-0.43834
RBKS	2	27781364	1.28257
TMEM37	2	119429901	3.843492
CDK5R2	2	218959655	0.055479
ECEL1	2	232479827	-0.524057
NMUR1	2	231523160	1.390097
TRAPPC12	2	3379675	0.425644
RPS7	2	3575205	0.317952
RNASEH1	2	3544793	-0.259611
SCG2	2	223596940	0.193522
MAL	2	95025677	-1.796374
CERS6	2	168455862	0.127274
B3GALT1	2	167868948	0.783478
COPS9	2	240126563	-0.416601
SNTG2	2	950868	-1.015104
SP3	2	173906459	2.847331
METAP1D	2	171999583	-0.511104
AC007318.5	2	65205108	0.078176
SH3RF3	2	109129348	0.4808
RAPH1	2	203394345	-2.175119
AHSA2	2	61177418	1.186293
SFT2D3	2	127701508	-0.0076
NABP1	2	191678068	-0.02802
PSMD1	2	231056864	-1.041977
AGFG1	2	227472152	1.789526
VWC2L	2	214411065	0.653542
DPP10	2	114442299	0.683127
LINC00116	2	110211529	-0.181463
CREG2	2	101345551	1.661871
MAP3K19	2	134964491	-2.831653
CCDC121	2	27625639	-0.056181
BOK	2	241558721	0.770819
NCKAP5	2	132671799	1.000792
SOX11	2	5692667	1.816454
THAP4	2	241584405	1.363575
ARL6IP6	2	152717893	-4.163078
C2orf69	2	199911256	0.906246
GEN1	2	17753858	0.970403
PLEKHM3	2	207821288	-1.213903
ERBB4	2	211375717	0.224719
OR6B3	2	240045077	1.800967
GPR35	2	240605431	-0.206426
CSRNP3	2	165469647	0.237835
PCBP1-AS1	2	69962263	-0.941935
MCFD2	2	46901870	-0.115913
D2HGDH	2	241734579	2.408735
